#PRODUCTID;SKU;TITLE;QUANTITY;PURCHASE_PRICE;VENDOR;SERIAL;PURCHASE_DATE;MERCI_STATUS
83;"ANM019357";"Anemometer" size;"1";"0.00";"";"";"";"lost" 
84;"ANM019358";"Anemometer, Florite" size;"1";"0.00";"";"";"";"surplus" 
85;"ANM019359";"Anemometer, Florite" size;"1";"0.00";"";"";"";"lost" 
86;"ANM026587";"Motion Analyzer" size;"1";"0.00";"";"";"";"available" 
87;"ANPA18966";"Polarograph, Accessory, Magnetic Stirrer" size;"1";"0.00";"";"";"";"lost" 
88;"ANPA18967";"Polarograph, Accessory, Recorder" size;"1";"0.00";"";"";"";"surplus" 
89;"ANPA18968";"Polarograph, Accessory" size;"1";"0.00";"";"";"";"surplus" 
90;"ANS018876";"Spectrum Analyzer" size;"1";"0.00";"";"";"";"lost" 
91;"ANS026428";"Spectrometer, Liquid Scintillation Counter" size;"1";"0.00";"";"";"";"available" 
92;"ANW019030";"Analyzer, Water" size;"1";"0.00";"";"";"";"surplus" 
93;"APB025931";"Breathing Apparatus" size;"1";"0.00";"";"";"";"surplus" 
94;"APB025932";"Breathing Apparatus" size;"1";"0.00";"";"";"";"surplus" 
95;"APC019608";"Conductivity Apparatus" size;"1";"0.00";"";"";"";"lost" 
96;"APE016696";"Density Extraction Apparatus" size;"1";"0.00";"";"";"";"lost" 
97;"APM008531";"Motion, Wave Apparatus" size;"1";"0.00";"";"";"";"surplus" 
98;"APPA08531";"Motion, Wave Apparatus" size;"1";"0.00";"";"";"";"lost" 
99;"APS007948";"Color Apparatus, Singerman" size;"1";"0.00";"";"";"";"available" 
100;"APW008504";"Warburg Apparatus" size;"1";"0.00";"";"";"";"surplus" 
101;"APW008505";"Warburg Apparatus" size;"1";"0.00";"";"";"";"surplus" 
102;"AQCA00001";"In-line Water Chiller" size;"1";"0.00";"";"";"";"available" 
103;"AQCA00002";"In-line Water Chiller" size;"1";"0.00";"";"";"";"available" 
104;"AQCA20101";"Aqca" size;"1";"0.00";"";"";"";"lost" 
105;"AQCA20102";"Aqca" size;"1";"0.00";"";"";"";"lost" 
106;"AQDC20101";"Aqdc" size;"1";"0.00";"";"";"";"available" 
107;"AQDC20102";"Aqdc" size;"1";"0.00";"";"";"";"available" 
108;"AQDC20103";"Aqdc" size;"1";"0.00";"";"";"";"available" 
109;"AQEJ00001";"Aquarium Heater, 150w, Ebo-jager" size;"1";"0.00";"";"";"";"lost" 
110;"AQEJ00002";"Aquarium Heater, 150w, Ebo-jager" size;"1";"0.00";"";"";"";"none" 
111;"AQEJ00003";"Aquarium Heater, 150w, Ebo-jager" size;"1";"0.00";"";"";"";"surplus" 
112;"AQEJ00004";"Aquarium Heater, 150w, Ebo-jager" size;"1";"0.00";"";"";"";"lost" 
113;"AQEJ00005";"Aquarium Heater, 150w, Ebo-jager" size;"1";"0.00";"";"";"";"lost" 
114;"AQEJ00006";"Aquarium Heater, 150w, Ebo-jager" size;"1";"0.00";"";"";"";"broken" 
115;"AQEJ00007";"Aquarium Heater, 150w, Ebo-jager" size;"1";"0.00";"";"";"";"none" 
116;"AQEJ00008";"Aquarium Heater, 150w, Ebo-jager" size;"1";"0.00";"";"";"";"none" 
117;"AQEJOOOO2";"Aquarium Heater, 150w, Ebo-jager" size;"1";"0.00";"";"";"";"surplus" 
118;"AQFS20101";"Aqfs" size;"1";"0.00";"";"";"";"available" 
119;"AQFS20102";"Aqfs" size;"1";"0.00";"";"";"";"available" 
120;"AQFS20103";"Aqfs" size;"1";"0.00";"";"";"";"available" 
121;"AQFS20104";"Aqfs" size;"1";"0.00";"";"";"";"available" 
122;"AQFS20105";"Aqfs" size;"1";"0.00";"";"";"";"available" 
123;"AQG005981";"Aquarium, 100gal, Refrigerated" size;"1";"0.00";"";"";"";"surplus" 
124;"AQG005982";"Aquarium, 100gal, Refrigerated" size;"1";"0.00";"";"";"";"available" 
125;"AQG006084";"Aquarium" size;"1";"0.00";"";"";"";"surplus" 
126;"AQG018220";"Aquarium, Heated" size;"1";"0.00";"";"";"";"surplus" 
127;"AQG018221";"Aquarium" size;"1";"0.00";"";"";"";"surplus" 
128;"AQG019056";"Aquarium, 35gal, Jewel" size;"1";"0.00";"";"";"";"surplus" 
129;"AQR019055";"Aquarium, Refrigerated, 35gal, Jewel" size;"1";"0.00";"";"";"";"surplus" 
130;"AQS005983";"Aquarium" size;"1";"0.00";"";"";"";"lost" 
131;"AQS005984";"Aquarium" size;"1";"0.00";"";"";"";"available" 
132;"AQS005985";"Aquarium" size;"1";"0.00";"";"";"";"lost" 
133;"AQTA00001";"Digital Temp Controller" size;"1";"0.00";"";"";"";"available" 
134;"AQTA00002";"Digital Temp Controller" size;"1";"0.00";"";"";"";"available" 
135;"AQUARIUM0";"Aquarium" size;"1001";"0.00";"";"";"";"none" 
136;"AQUFILTER";"Aqufilter" size;"1000";"0.00";"";"";"";"none" 
137;"ASPB00001";"Aspirator, Water, Circulating, Brinkmann" size;"1";"0.00";"";"";"";"available" 
138;"ATAB00001";"Spectrophotometer, Aa, Accessory, Burner Control" size;"1";"0.00";"";"";"";"available" 
139;"ATAB12345";"Spectrophotometer, Aa, Accessory, Burner Control" size;"1";"0.00";"";"";"";"available" 
140;"ATAC12349";"Spectrophotometer, Aa, Accessory, Controller" size;"1";"0.00";"";"";"";"lost" 
141;"ATAD12348";"Spectrophotometer, Aa, Accessory, Digital Readout" size;"1";"0.00";"";"";"";"lost" 
142;"ATAL12342";"Spectrophotometer, Aa, Accessory, Power Supply" size;"1";"0.00";"";"";"";"lost" 
143;"ATAL12343";"Spectrophotometer, Aa, Accessory, Power Supply Deuterium Lamp" size;"1";"0.00";"";"";"";"lost" 
144;"ATAP12336";"Spectrophotometer, Aa, Accessory, Power Supply" size;"1";"0.00";"";"";"";"available" 
145;"ATAP17459";"Spectrophotometer, Aa, Accessory, Power Supply" size;"1";"0.00";"";"";"";"available" 
146;"ATAR12347";"Spectrophotometer, Aa, Accessory, Controller" size;"1";"0.00";"";"";"";"surplus" 
147;"ATAT12346";"Spectrophotometer, Aa, Accessory, Readout" size;"1";"0.00";"";"";"";"surplus" 
148;"ATLAS0001";"Book, Atlas, Washington" size;"1";"0.00";"";"";"";"none" 
149;"ATLAS0002";"Book, Atlas, Washington" size;"1";"0.00";"";"";"";"none" 
150;"ATLAS0003";"Book, Atlas, Washington" size;"1";"0.00";"";"";"";"none" 
151;"ATLAS0004";"Book, Atlas, Washington" size;"1";"0.00";"";"";"";"lost" 
152;"ATLAS0005";"California Gazetteer" size;"1";"0.00";"";"";"";"none" 
153;"ATLAS0006";"Atlas" size;"1";"0.00";"";"";"";"none" 
154;"ATLAS0007";"Atlas" size;"1";"0.00";"";"";"";"none" 
155;"AUGE00002";"Auger, Soil, Accessory, Handle" size;"1";"0.00";"";"";"";"lost" 
156;"AUGE00003";"Auger, Soil" size;"1";"0.00";"";"";"";"none" 
157;"AUGE00004";"Auger, Soil" size;"1";"0.00";"";"";"";"lost" 
158;"AUGE00005";"Auger, Soil" size;"1";"0.00";"";"";"";"none" 
159;"AUGER0001";"Auger" size;"1";"0.00";"";"";"";"lost" 
160;"AUP008146";"Power Supply, Autotransformer" size;"1";"0.00";"";"";"";"none" 
161;"AUP008147";"Power Supply, Autotransformer" size;"1";"0.00";"";"";"";"surplus" 
162;"AUP010151";"Power Supply, Autotransformer" size;"1";"0.00";"";"";"";"surplus" 
163;"AUP010152";"Power Supply, Autotransformer" size;"1";"0.00";"";"";"";"surplus" 
164;"BAA000001";"Balance, Tl, Acculab" size;"1";"0.00";"";"";"";"available" 
165;"BAA000002";"Balance, Tl, Acculab" size;"1";"0.00";"";"";"";"lost" 
166;"BAA000003";"Balance, Tl, Acculab" size;"1";"0.00";"";"";"";"available" 
167;"BAA000004";"Balance, Tl, Acculab" size;"1";"0.00";"";"";"";"lost" 
168;"BAA000005";"Balance, Tl, Acculab" size;"1";"0.00";"";"";"";"lost" 
169;"BAA000006";"Balance, Tl, Acculab" size;"1";"0.00";"";"";"";"lost" 
170;"BAA000007";"Balance, Tl, Acculab" size;"1";"0.00";"";"";"";"lost" 
171;"BAA000008";"Balance, Tl, Acculab" size;"1";"0.00";"";"";"";"none" 
172;"BAA000009";"Balance, Tl, Acculab" size;"1";"0.00";"";"";"";"lost" 
173;"BAA000010";"Balance, Tl, Acculab" size;"1";"0.00";"";"";"";"lost" 
174;"BAA100MG1";"Balance, 100g, 0.01g Step, Acculab" size;"1";"0.00";"";"";"";"lost" 
175;"BAA100MG2";"Balance, 100g, 0.01g Step, Acculab V-200" size;"1";"0.00";"";"";"";"available" 
176;"BAA100MG3";"Balance, 100g, 0.01g Step, Acculab" size;"1";"0.00";"";"";"";"surplus" 
177;"BAA100MG4";"Balance, 100g, 0.01g Step, Acculab" size;"1";"0.00";"";"";"";"available" 
178;"BAA100MG5";"Balance, 100g, 0.01g Step, Acculab" size;"1";"0.00";"";"";"";"lost" 
179;"BAA100MG6";"Balance, 100g, 0.01g Step, Acculab" size;"1";"0.00";"";"";"";"lost" 
180;"BAA100MG7";"Balance, 100g, 0.01g Step, Acculab" size;"1";"0.00";"";"";"";"lost" 
181;"BAA100MG8";"Balance, 100g, 0.01g Step, Acculab" size;"1";"0.00";"";"";"";"retired" 
182;"BAA10KG01";"Balance, 10kg, 1g Step, Acculab" size;"1";"0.00";"";"";"";"lost" 
183;"BAA10KG02";"Balance, 10kg, 1g Step, Acculab" size;"1";"0.00";"";"";"";"available" 
184;"BAA10KG03";"Balance, 10kg, 1g Step, Acculab" size;"1";"0.00";"";"";"";"surplus" 
185;"BAA10KG04";"Balance, 10kg, 1g Step, Acculab" size;"1";"0.00";"";"";"";"none" 
186;"BAA10KG05";"Balance, 10kg, 1g Step, Acculab" size;"1";"0.00";"";"";"";"lost" 
187;"BAA10KG06";"Balance, 10kg, 1g Step, Acculab" size;"1";"0.00";"";"";"";"surplus" 
188;"BAA10KG07";"Balance, 10kg, 1g Step, Acculab" size;"1";"0.00";"";"";"";"available" 
189;"BAA200M01";"Balance, 200g, 0.01g Step, Acculab" size;"1";"0.00";"";"";"";"available" 
190;"BAA200M02";"Balance, 200g, 0.01g Step, Acculab" size;"1";"0.00";"";"";"";"lost" 
191;"BAA200M03";"Balance, 200g, 0.01g Step, Acculab" size;"1";"0.00";"";"";"";"surplus" 
192;"BAA210G01";"Ec211 210g X 0.1g Balance" size;"1";"0.00";"";"";"";"lost" 
193;"BAA350G10";"Balance, 350g, 0.01g Step, Acculab" size;"1";"0.00";"";"";"";"surplus" 
194;"BAA350G11";"Balance, 350g, 0.01g Step, Acculab" size;"1";"0.00";"";"";"";"available" 
195;"BAA350G12";"Balance, 350g, 0.01g Step, Acculab" size;"1";"0.00";"";"";"";"lost" 
196;"BAA350G13";"Balance, 350g, 0.01g Step, Acculab" size;"1";"0.00";"";"";"";"available" 
197;"BAA350G14";"Balance, 350g, 0.01g Step, Acculab" size;"1";"0.00";"";"";"";"lost" 
198;"BAA350G15";"Balance, 350g, 0.01g Step, Acculab" size;"1";"0.00";"";"";"";"surplus" 
199;"BAA350G16";"Balance, 350g, 0.01g Step, Acculab" size;"1";"0.00";"";"";"";"surplus" 
200;"BAA350G17";"Balance, 350g, 0.01g Step, Acculab" size;"1";"0.00";"";"";"";"available" 
201;"BAA350G18";"Balance, 350g, 0.01g Step, Acculab" size;"1";"0.00";"";"";"";"lost" 
202;"BAA350G19";"Balance, 350g, 0.01g Step, Acculab" size;"1";"0.00";"";"";"";"surplus" 
203;"BAA350G20";"Balance, 350g, 0.01g Step, Acculab" size;"1";"0.00";"";"";"";"lost" 
204;"BAA350G21";"Balance, 350g, 0.01g Step, Acculab" size;"1";"0.00";"";"";"";"lost" 
205;"BAA350G22";"Balance, 350g, 0.01g Step, Acculab" size;"1";"0.00";"";"";"";"available" 
206;"BAA350G23";"Balance, 350g, 0.01g Step, Acculab" size;"1";"0.00";"";"";"";"available" 
207;"BAA350G24";"Balance, 350g, 0.01g Step, Acculab" size;"1";"0.00";"";"";"";"lost" 
208;"BAA350G25";"Balance, 350g, 0.01g Step, Acculab" size;"1";"0.00";"";"";"";"surplus" 
209;"BAA350G26";"Balance, 350g, 0.01g Step, Acculab" size;"1";"0.00";"";"";"";"available" 
210;"BAA350M01";"Balance, 350g, 0.01g Step, Acculab" size;"1";"0.00";"";"";"";"none" 
211;"BAA350M02";"Balance, 350g, 0.01g Step, Acculab" size;"1";"0.00";"";"";"";"surplus" 
212;"BAA350M03";"Balance, 350g, 0.01g Step, Acculab" size;"1";"0.00";"";"";"";"surplus" 
213;"BAA350M04";"Balance, 350g, 0.01g Step, Acculab" size;"1";"0.00";"";"";"";"lost" 
214;"BAA350M05";"Balance, 350g, 0.01g Step, Acculab" size;"1";"0.00";"";"";"";"surplus" 
215;"BAA350M06";"Balance, 350g, 0.01g Step, Acculab" size;"1";"0.00";"";"";"";"surplus" 
216;"BAA410G01";"Balance, 410g, 0.01g Step, Acculab" size;"1";"0.00";"";"";"";"available" 
217;"BAA410G02";"Balance, 410g, 0.01g Step, Acculab" size;"1";"0.00";"";"";"";"none" 
218;"BAA410G03";"Balance, 410g, 0.01g Step, Acculab" size;"1";"0.00";"";"";"";"available" 
219;"BAA410G04";"Balance, 410g, 0.01g Step, Acculab" size;"1";"0.00";"";"";"";"available" 
220;"BAA480010";"Balance, 4800g, 0.1g Step, Acculab" size;"1";"0.00";"";"";"";"surplus" 
221;"BAA480011";"Balance, 4800g, 0.1g Step, Acculab" size;"1";"0.00";"";"";"";"available" 
222;"BAA480012";"Balance, 4800g, 0.1g Step, Acculab" size;"1";"0.00";"";"";"";"surplus" 
223;"BAA480013";"Balance, 4800g, 0.1g Step, Acculab" size;"1";"0.00";"";"";"";"surplus" 
224;"BAA480014";"Balance, 4800g, 0.1g Step, Acculab" size;"1";"0.00";"";"";"";"surplus" 
225;"BAA4800G1";"Balance, 4800g, 0.1g Step, Acculab" size;"1";"0.00";"";"";"";"surplus" 
226;"BAA4800G2";"Balance, 4800g, 0.1g Step, Acculab" size;"1";"0.00";"";"";"";"available" 
227;"BAA4800G3";"Balance, 4800g, 0.1g Step, Acculab" size;"1";"0.00";"";"";"";"lost" 
228;"BAA4800G4";"Balance, 4800g, 0.1g Step, Acculab" size;"1";"0.00";"";"";"";"lost" 
229;"BAA4800G5";"Balance, 4800g, 0.1g Step, Acculab" size;"1";"0.00";"";"";"";"available" 
230;"BAA4800G6";"Balance, 4800g, 0.1g Step, Acculab" size;"1";"0.00";"";"";"";"surplus" 
231;"BAA4800G7";"Balance, 4800g, 0.1g Step, Acculab" size;"1";"0.00";"";"";"";"lost" 
232;"BAA4800G8";"Balance, 4800g, 0.1g Step, Acculab" size;"1";"0.00";"";"";"";"surplus" 
233;"BAA4800G9";"Balance, 4800g, 0.1g Step, Acculab" size;"1";"0.00";"";"";"";"available" 
234;"BAA4KG001";"Balance, 4800g, 0.1g Step, Acculab" size;"1";"0.00";"";"";"";"surplus" 
235;"BAA4KG002";"Balance, 4800g, 0.1g Step, Acculab" size;"1";"0.00";"";"";"";"none" 
236;"BAA610G01";"Balance, 610g, 0.01g Step, Vic612, Acculab" size;"1";"0.00";"";"";"";"none" 
237;"BAA610G02";"Balance, 610g, 0.01g Step, Vic612, Acculab" size;"1";"0.00";"";"";"";"surplus" 
238;"BAA610G03";"Balance, 610g, 0.01g Step, Vic612, Acculab" size;"1";"0.00";"";"";"";"available" 
239;"BAA610G04";"Balance, 610g, 0.01g Step, Vic612, Acculab" size;"1";"0.00";"";"";"";"available" 
240;"BAA610G05";"Balance, 610g, 0.01g Step, Vic612, Acculab" size;"1";"0.00";"";"";"";"available" 
241;"BAA610G06";"Balance, 610g, 0.01g Step, Vic612, Acculab" size;"1";"0.00";"";"";"";"available" 
242;"BAA610G07";"Balance, 610g, 0.01g Step, Sartorius Ay612" size;"1";"0.00";"";"";"";"available" 
243;"BAA610G08";"Balance, 610g, 0.01g Step, Sartorius Ay612" size;"1";"0.00";"";"";"";"available" 
244;"BAA610G09";"Balance, 610g, 0.01g Step, Sartorius Ay612" size;"1";"0.00";"";"";"";"available" 
245;"BAA610G10";"Balance, 610g, 0.01g Step, Sartorius Ay612" size;"1";"0.00";"";"";"";"available" 
246;"BAA610G11";"Balance, 610g, 0.01g Step, Sartorius Ay612" size;"1";"0.00";"";"";"";"available" 
247;"BAA610G12";"Balance, 610g, 0.01g Step, Sartorius Ay612" size;"1";"0.00";"";"";"";"available" 
248;"BAAL00001";"Balance, Tl, Acculab" size;"1";"0.00";"";"";"";"surplus" 
249;"BAAL00011";"Balance, Tl, Acculab" size;"1";"0.00";"";"";"";"lost" 
250;"BAAL00012";"Balance, Tl, Acculab" size;"1";"0.00";"";"";"";"lost" 
251;"BAAL00013";"Balance, Tl, Acculab" size;"1";"0.00";"";"";"";"available" 
252;"BAAL00014";"Balance, Tl, Acculab" size;"1";"0.00";"";"";"";"surplus" 
254;"BAAL00016";"Balance, 4800g, 0.1g Step, Acculab" size;"1";"0.00";"";"";"";"available" 
255;"BAAL00017";"Balance, Tl, Acculab" size;"1";"0.00";"";"";"";"lost" 
256;"BAC001264";"Balance, Cahn" size;"1";"0.00";"";"";"";"lost" 
257;"BAC201001";"4000g X 1g" size;"1";"0.00";"";"";"";"none" 
258;"BACKPACK0";"Backpack" size;"1003";"0.00";"";"";"";"none" 
259;"BACKPACK1";"Backpack" size;"1000";"0.00";"";"";"";"lost" 
260;"BACKPACKS";"Backpack" size;"1001";"0.00";"";"";"";"none" 
261;"BADI00001";"Balance, Denver Inst." size;"1";"0.00";"";"";"";"lost" 
262;"BAF025001";"Balance, Fisher" size;"1";"0.00";"";"";"";"lost" 
263;"BAH007883";"Balance" size;"1";"0.00";"";"";"";"lost" 
264;"BAH007884";"Balance" size;"1";"0.00";"";"";"";"lost" 
265;"BAH019342";"Balance, Thin Film" size;"1";"0.00";"";"";"";"surplus" 
266;"BAL201101";"Balance, 5kg X 1g" size;"1";"0.00";"";"";"";"surplus" 
267;"BAMA00001";"Balance, Analytical, Ag204, Mettler" size;"1";"0.00";"";"";"";"surplus" 
268;"BAMA00002";"Balance, Analytical, Ag204, Mettler" size;"1";"0.00";"";"";"";"available" 
269;"BAMA00003";"Balance, Analytical, Ag204, Mettler" size;"1";"0.00";"";"";"";"retired" 
270;"BAMA00004";"Balance, Analytical, Ab104, Mettler" size;"1";"0.00";"";"";"";"none" 
271;"BAMA00005";"Balance, Analytical, Ab204s, Mettler" size;"1";"0.00";"";"";"";"available" 
272;"BAMA00006";"Balance, Analytical, Ab204s, Mettler" size;"1";"0.00";"";"";"";"available" 
273;"BAMA00007";"Balance, Analytical, Ab204s, Mettler" size;"1";"0.00";"";"";"";"available" 
274;"BAMA00008";"Balance, Analytical, Ab204s, Mettler" size;"1";"0.00";"";"";"";"available" 
275;"BAMA00009";"Balance, Analytical, Ab204s, Mettler" size;"1";"0.00";"";"";"";"available" 
276;"BAMA00010";"Balance, Analytical, Ab204s, Mettler" size;"1";"0.00";"";"";"";"available" 
277;"BAMA00011";"Balance, Analytical, Ab204s, Mettler" size;"1";"0.00";"";"";"";"available" 
278;"BAMA00055";"Balance, Analytical, 200g, Step 1mg, Toledo, Mettler" size;"1";"0.00";"";"";"";"available" 
279;"BAMA00056";"Balance, Analytical, 220g, 0.1mg Step, Mettler" size;"1";"0.00";"";"";"";"lost" 
280;"BAMA00057";"Balance, Analytical, 220g, 0.1mg Step, Mettler" size;"1";"0.00";"";"";"";"lost" 
281;"BAMA00058";"Balance, Analytical, 220g, 0.1mg Step, Mettler" size;"1";"0.00";"";"";"";"lost" 
282;"BAMA00059";"Balance, Analytical, Ab204s, Mettler" size;"1";"0.00";"";"";"";"available" 
283;"BAMA00060";"Balance, Analytical, Ab204s, Mettler" size;"1";"0.00";"";"";"";"available" 
284;"BAMA00061";"Balance, Analytical, Ab204s, Mettler" size;"1";"0.00";"";"";"";"available" 
285;"BAMA00062";"Balance, Analytical, Ab204s, Mettler" size;"1";"0.00";"";"";"";"available" 
286;"BAMA00063";"Balance, Analytical, Ab204s, Mettler" size;"1";"0.00";"";"";"";"available" 
287;"BAMA00064";"Balance, Analytical, 220g, 0.01mg Step, Ab265sdu, Mettler" size;"1";"0.00";"";"";"";"available" 
288;"BAMA00065";"Balance, Analytical, 220g, 0.1mg Step, Ab204-s, Mettler" size;"1";"0.00";"";"";"";"available" 
289;"BAMA00066";"Balance, Analytical, 220g, 0.1mg Step, Ab204-s, Mettler" size;"1";"0.00";"";"";"";"available" 
290;"BAMA00067";"Balance, Analytical, 220g, 0.1mg Step, Ab204-s, Mettler" size;"1";"0.00";"";"";"";"available" 
291;"BAMA00068";"Mettler Toledo Analytical Balance MS105DU" size;"1";"0.00";"";"";"";"available" 
